S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close
1428,9/29/2015,3,2289,1030140,459,450,450
1429,9/28/2015,9,1581,713289,454,446,450
1430,9/24/2015,5,956,439860,461,456,460
1431,9/23/2015,20,9252,4268830,474,460,465
1432,9/22/2015,16,9991,4642437,471,456,456
1433,9/17/2015,19,5292,2541780,488,475,480
1434,9/16/2015,5,1186,578936,490,486,487
1435,9/15/2015,8,1356,672126,505,486,495
1436,9/14/2015,19,4489,2263296,511,492,500
1437,9/13/2015,9,9190,4422736,500,480,500
1438,9/10/2015,10,7097,3424204,489,472,479
1439,9/9/2015,1,41,19680,480,480,480
1440,9/8/2015,5,651,322088,496,488,488
1441,9/7/2015,11,2252,1091608,497,475,497
1442,9/6/2015,8,1710,823782,485,474,480
1443,9/3/2015,4,760,360690,478,465,465
1444,9/2/2015,2,1000,486000,486,486,486
1445,9/1/2015,8,6425,3195841,500,493,495
1446,8/31/2015,7,3126,1560900,503,496,500
1447,8/27/2015,7,1382,691410,505,500,500
1448,8/26/2015,3,1300,656700,506,505,505
1449,8/25/2015,17,3076,1540334,515,496,515
1450,8/24/2015,13,2386,1208981,509,505,506
1451,8/23/2015,11,8354,4266993,516,505,506
1452,8/20/2015,18,5070,2747398,548,525,525
1453,8/19/2015,27,4816,2481868,528,510,528
1454,8/18/2015,71,17564,8882141,518,494,518
1455,8/17/2015,41,14033,6783465,485,449,485
1456,8/16/2015,139,15570,7003978,456,441,441
1457,8/13/2015,57,8463,3815927,459,438,444
1458,8/12/2015,41,4305,1912728,450,436,445
1459,8/11/2015,23,2244,1040914,470,452,455
1460,8/10/2015,64,8260,3946984,488,470,479
1461,8/9/2015,51,9306,4284284,469,450,469
1462,8/6/2015,50,8242,3792897,465,455,463
1463,8/5/2015,50,6625,2937510,459,437,452
1464,8/4/2015,43,7651,3383326,460,439,441
1465,8/3/2015,41,3667,1649736,458,440,457
1466,8/2/2015,9,558,249171,449,445,446
1467,7/30/2015,23,3973,1815435,465,450,450
1468,7/29/2015,3,120,56320,471,467,467
1469,7/28/2015,7,682,328922,489,480,480
1470,7/27/2015,37,8007,3888936,521,476,498
1471,7/26/2015,5,140,70600,511,474,511
1472,7/23/2015,47,7731,3451191,465,435,465
1473,7/22/2015,41,7356,3155266,442,421,440
1474,7/16/2015,5,391,163902,432,416,432
1475,7/15/2015,15,2601,1075295,418,408,415
1476,7/14/2015,14,3414,1399073,414,406,410
1477,7/13/2015,3,1242,508699,410,409,409
1478,7/12/2015,18,5083,2078989,412,405,411
1479,7/9/2015,5,401,165640,416,410,410
1480,7/8/2015,14,2073,843825,409,406,408
1481,7/7/2015,36,6448,2614217,410,404,405
1482,7/6/2015,5,330,134060,417,403,404
1483,7/5/2015,11,1564,646616,419,408,417
1484,7/2/2015,15,4059,1643141,408,403,405
1485,7/1/2015,9,572,233930,410,408,410
1486,6/30/2015,13,6613,2708936,415,406,415
1487,6/29/2015,26,8930,3669790,420,406,420
1488,6/28/2015,18,2180,910700,420,415,420
1489,6/25/2015,9,833,348643,420,417,419
1490,6/24/2015,8,1269,529878,425,414,414
1491,6/23/2015,16,7897,3292563,423,415,420
1492,6/22/2015,18,1380,571866,420,410,415
1493,6/21/2015,9,1001,415603,416,413,415
1494,6/18/2015,19,873,362996,422,412,416
1495,6/17/2015,9,1700,720030,426,418,423
1496,6/16/2015,10,1298,544264,426,418,426
1497,6/15/2015,8,1505,629122,427,407,421
1498,6/14/2015,8,2431,1013256,420,413,413
1499,6/11/2015,16,2209,941044,432,422,425
1500,6/10/2015,5,880,381800,440,432,438
1501,6/9/2015,24,3888,1753306,463,438,448
1502,6/8/2015,18,1959,842943,438,425,430
1503,6/7/2015,11,5611,2408058,435,425,430
1504,6/4/2015,15,2566,1100750,440,420,420
1505,6/3/2015,16,1581,662618,432,402,432
1506,6/2/2015,4,181,72480,402,400,400
1507,6/1/2015,11,2353,937623,404,390,400
1508,5/31/2015,8,1141,455848,402,392,397
1509,5/28/2015,10,2330,901410,393,380,390
1510,5/27/2015,3,230,87810,390,376,376
1511,5/26/2015,7,1215,466395,397,370,397
1512,5/25/2015,13,844,307401,385,360,365
1513,5/24/2015,5,90,36080,424,392,392
1514,4/23/2015,13,1563,674415,434,430,432
1515,4/22/2015,7,619,269707,440,435,440
1516,4/21/2015,9,1312,569615,439,431,439
1517,4/20/2015,9,1363,594229,439,434,436
1518,4/19/2015,10,820,355050,437,429,436
1519,4/16/2015,60,8979,4145565,468,455,468
1520,4/15/2015,42,13284,6136508,475,455,474
1521,4/13/2015,34,4158,1942976,472,461,472
1522,4/12/2015,34,4345,2055726,482,468,479
1523,4/9/2015,22,7084,3217233,471,451,471
1524,4/8/2015,13,2164,977352,464,449,458
1525,4/7/2015,21,2372,1064202,451,446,450
1526,4/6/2015,28,3678,1651428,460,446,450
1527,4/5/2015,26,1330,609170,471,452,455
1528,4/2/2015,13,3444,1570932,465,455,465
1529,4/1/2015,22,2590,1193443,464,454,464
1530,3/31/2015,11,1282,591842,465,458,461
1531,3/30/2015,27,3598,1648978,469,451,459
1532,3/29/2015,6,531,249540,470,469,469
1533,3/26/2015,17,966,450516,476,463,476
1534,3/25/2015,12,797,369900,470,459,470
1535,3/24/2015,13,1251,582689,469,464,467
1536,3/23/2015,28,4993,2323706,470,463,469
1537,3/22/2015,22,6630,3104974,476,464,467
1538,3/19/2015,20,1882,889894,480,470,480
1539,3/18/2015,17,1901,893189,472,466,472
1540,3/17/2015,10,731,343263,473,467,471
1541,3/16/2015,17,1607,754534,475,467,471
1542,3/15/2015,17,2644,1253119,480,471,475
1543,3/12/2015,23,1710,821008,490,470,475
1544,3/11/2015,24,1618,776848,485,477,477
1545,3/10/2015,13,1061,516270,490,472,481
1546,3/9/2015,50,8858,4363621,504,485,497
1547,3/4/2015,17,2209,1070845,492,476,478
1548,3/3/2015,23,1590,760544,484,471,483
1549,3/2/2015,12,1111,538538,495,475,480
1550,3/1/2015,19,1184,563346,480,470,480
1551,2/26/2015,14,2405,1117678,475,460,475
1552,2/25/2015,29,2152,1006176,471,459,470
1553,2/24/2015,21,3018,1399450,465,460,465
1554,2/23/2015,18,3374,1556568,465,456,464
1555,2/22/2015,22,3088,1442825,472,464,464
1556,2/18/2015,26,2807,1332903,479,472,474
1557,2/16/2015,39,4307,2045393,479,472,479
1558,2/15/2015,20,1086,518101,482,476,477
1559,2/12/2015,29,5980,2867563,485,475,482
1560,2/11/2015,22,3776,1793976,480,470,476
1561,2/10/2015,32,3543,1667238,475,463,475
1562,2/9/2015,28,6337,3022364,484,470,479
1563,2/8/2015,30,2025,961031,476,471,475
1564,2/5/2015,24,2868,1359038,489,471,473
1565,2/4/2015,19,1946,934257,485,475,480
1566,2/3/2015,37,2126,1022403,490,472,483
1567,2/2/2015,24,3667,1790141,494,485,487
1568,2/1/2015,25,4653,2293868,496,491,493
1569,1/29/2015,67,10005,5006801,512,495,500
1570,1/28/2015,60,15503,7844801,513,498,509
1571,1/27/2015,96,13660,6777883,510,478,503
1572,1/26/2015,37,5767,2756099,484,470,481
1573,1/25/2015,35,2889,1376546,483,466,475
1574,1/22/2015,14,1265,600389,477,470,473
1575,1/20/2015,36,10113,4855761,489,474,478
1576,1/19/2015,57,7796,3815845,499,480,487
1577,1/18/2015,46,5160,2457433,485,473,475
1578,1/14/2015,64,11042,5227331,489,467,484
1579,1/13/2015,15,1012,478410,475,466,475
1580,1/12/2015,34,3521,1662570,479,468,473
1581,1/11/2015,22,3451,1634939,484,465,484
1582,1/8/2015,27,2511,1192029,480,472,473
1583,1/7/2015,37,3541,1665797,476,467,476
1584,1/6/2015,32,3920,1855816,480,466,475
1585,1/5/2015,17,1739,828237,487,471,487
1586,1/4/2015,17,1201,572959,481,474,478
1587,1/1/2015,20,2695,1283385,485,470,479
1588,12/31/2014,24,2969,1398316,490,464,476
1589,12/29/2014,20,2105,1003216,484,466,475
1590,12/28/2014,20,3257,1544943,484,470,484
1591,12/24/2014,24,3183,1469000,470,458,470
1592,12/23/2014,36,2357,1085223,470,447,467
1593,12/22/2014,44,4523,2091099,473,452,473
1594,12/21/2014,28,3044,1412599,475,461,464
1595,12/18/2014,21,2212,1042527,480,465,480
1596,12/17/2014,19,3200,1541419,488,479,485
1597,12/16/2014,33,5232,2561451,494,470,492
1598,12/15/2014,39,4393,2164203,505,481,497
1599,12/14/2014,22,3724,1791711,493,474,490
1600,12/11/2014,44,4644,2144460,479,457,469
1601,12/10/2014,7,567,258977,470,446,470
1602,12/9/2014,18,2366,1055494,450,442,446
1603,12/8/2014,27,1290,576619,450,443,448
1604,12/7/2014,18,1718,778573,458,448,452
1605,12/4/2014,27,2277,1053864,469,460,464
1606,12/3/2014,21,2153,981696,467,447,455
1607,12/2/2014,12,1108,490210,453,435,453
1608,12/1/2014,20,1733,765978,448,439,443
1609,11/30/2014,19,1452,645427,457,441,445
1610,11/25/2014,2,71,32695,465,457,457
1611,11/24/2014,13,1129,527558,475,461,465
1612,11/23/2014,42,5920,2802147,485,457,480
1613,11/20/2014,13,3097,1415268,460,449,457
1614,11/19/2014,22,1602,725958,466,440,457
1615,11/18/2014,54,5593,2436446,449,415,448
1616,11/17/2014,35,5025,2222843,453,430,430
1617,11/16/2014,21,2659,1216890,463,455,455
1618,11/13/2014,25,5215,2419866,479,455,463
1619,11/12/2014,19,3095,1456430,477,462,470
1620,11/11/2014,23,2460,1127792,470,443,470
1621,11/10/2014,39,7137,3301463,471,459,469
1622,11/9/2014,23,4361,2066075,482,470,470
1623,11/6/2014,29,4774,2310227,490,481,486
1624,11/5/2014,21,3198,1561916,493,477,490
1625,11/4/2014,28,4283,2036039,480,461,480
1626,11/3/2014,28,2984,1438935,490,476,478
1627,11/2/2014,19,3479,1691461,488,484,487
1628,10/30/2014,29,3239,1615458,502,496,496
1629,10/28/2014,26,3103,1559251,507,496,503
1630,10/27/2014,14,826,414552,508,500,508
1631,10/26/2014,5,318,158551,501,495,501
1632,10/22/2014,19,2166,1085421,514,495,505
1633,10/21/2014,27,1623,825062,517,506,506
1634,10/20/2014,20,1855,943601,515,504,512
1635,10/19/2014,32,2531,1283847,524,495,524
1636,10/16/2014,37,2026,1036190,515,500,512
1637,10/15/2014,29,3468,1751854,510,500,508
1638,10/14/2014,20,2216,1115048,505,496,500
1639,10/13/2014,63,6363,3163546,501,490,496
1640,10/12/2014,17,3534,1775044,519,494,499
1641,10/9/2014,19,4332,2232742,520,514,515
1642,10/8/2014,20,1950,1004294,520,507,520
1643,9/30/2014,15,4135,2203088,545,522,522
1644,9/29/2014,27,2590,1383477,549,526,549
1645,9/28/2014,36,5441,2872819,535,520,533
1646,9/24/2014,126,27922,14918155,555,509,533
1647,9/23/2014,21,1603,812465,509,472,509
1648,9/22/2014,40,4694,2150250,478,450,463
1649,9/21/2014,28,4876,2330048,491,472,473
1650,9/18/2014,31,4308,2113234,500,485,500
1651,9/17/2014,24,2141,1059526,501,491,491
1652,9/16/2014,41,5664,2813054,500,493,500
1653,9/15/2014,42,4559,2263865,500,490,495
1654,9/14/2014,46,11790,5894531,507,495,501
1655,9/11/2014,37,5116,2564786,515,494,510
1656,9/10/2014,64,17200,9003879,550,502,515
1657,9/9/2014,50,6261,3123354,514,480,510
1658,9/7/2014,34,8707,4224592,513,477,477
1659,9/4/2014,44,13269,6900500,528,514,516
1660,9/3/2014,56,6177,3338441,550,531,534
1661,9/1/2014,21,8096,4263430,540,524,540
1662,8/31/2014,34,7186,3881419,555,529,544
1663,8/28/2014,44,9333,5290522,581,555,555
1664,8/27/2014,68,13712,7637563,585,540,559
1665,8/26/2014,72,13423,7398733,590,527,532
1666,8/25/2014,55,13049,7367250,588,548,559
1667,8/24/2014,47,12176,7224524,607,586,600
1668,8/21/2014,70,12597,7501131,609,580,600
1669,8/20/2014,85,19673,11856208,610,588,605
1670,8/19/2014,110,17808,10869120,620,596,610
1671,8/18/2014,143,37244,22612552,644,595,612
1672,8/14/2014,84,15244,10054548,670,647,657
1673,8/13/2014,98,13102,8449188,660,633,660
1674,8/12/2014,62,7449,4790514,649,630,645
1675,8/7/2014,136,27587,17792836,668,635,655
1676,8/6/2014,110,19442,12733444,660,649,650
1677,8/5/2014,120,19507,12914583,670,648,657
1678,8/4/2014,128,16927,10936168,656,641,650
1679,8/3/2014,127,14283,9369036,662,650,659
1680,7/31/2014,127,17974,12129488,685,666,671
1681,7/30/2014,136,18615,12729507,700,670,680
1682,7/28/2014,59,11965,8266627,696,686,695
1683,7/27/2014,122,19175,13359885,700,690,699
1684,7/24/2014,122,18897,13278013,709,694,703
1685,7/23/2014,89,19797,13946533,711,698,710
1686,7/22/2014,129,26067,18395942,729,700,715
1687,7/21/2014,128,23797,17135329,740,700,740
1688,7/20/2014,124,17347,12664584,770,715,726
1689,7/17/2014,138,20796,14870226,742,700,729
1690,7/16/2014,94,15232,10654212,756,682,756
1691,7/15/2014,99,13822,9495058,693,680,690
1692,7/14/2014,199,41992,29488397,725,687,690
1693,7/13/2014,158,41709,29179671,739,677,698
1694,7/10/2014,139,53832,35530679,690,645,677
1695,7/9/2014,218,64933,43299474,690,630,660
1696,7/8/2014,183,75326,47099142,628,575,628
1697,7/7/2014,90,23528,12913417,571,540,571
1698,7/6/2014,77,10936,5934234,550,535,550
1699,7/3/2014,74,10454,5471823,540,511,540
1700,7/2/2014,55,8711,4581490,532,520,526
1701,7/1/2014,87,16496,8688752,536,515,530
1702,6/30/2014,123,17816,9248469,539,510,535
1703,6/29/2014,64,6659,3352126,535,494,535
1704,6/26/2014,25,2294,1124885,495,486,490
1705,6/25/2014,58,5342,2611158,495,481,490
1706,6/24/2014,72,4915,2379604,493,473,486
1707,6/23/2014,24,2822,1392972,499,490,492
1708,6/19/2014,43,4887,2433073,500,495,497
1709,6/18/2014,67,5595,2815179,506,498,504
1710,6/17/2014,77,13316,6679205,511,485,0
1711,6/16/2014,90,17798,8894533,511,485,504
1712,6/15/2014,83,21646,10384789,498,456,498
1713,6/12/2014,37,5318,2449340,468,450,456
1714,6/11/2014,55,7845,3618724,472,442,459
1715,6/10/2014,63,6762,3048601,460,440,451
1716,6/9/2014,24,3135,1390085,447,442,442
1717,6/8/2014,42,4810,2137728,452,442,445
1718,6/5/2014,27,1460,655013,455,441,451
1719,6/4/2014,34,4933,2231099,456,450,450
1720,6/3/2014,39,3237,1497446,483,455,465
1721,6/2/2014,58,5675,2559270,460,441,460
1722,6/1/2014,34,3419,1534885,454,442,449
1723,5/28/2014,32,3465,1555696,459,441,455
1724,5/27/2014,25,2651,1168679,443,438,442
1725,5/26/2014,23,2068,916313,448,436,439
1726,5/25/2014,21,1964,874085,451,440,440
1727,5/22/2014,30,3420,1506284,445,437,441
1728,5/21/2014,27,1436,630316,442,436,439
1729,5/20/2014,26,1380,604137,442,436,440
1730,5/19/2014,44,3738,1648612,445,435,441
1731,5/18/2014,29,2406,1062455,449,433,438
1732,5/15/2014,19,1498,672591,453,446,450
1733,5/13/2014,26,3367,1527250,460,440,452
1734,5/12/2014,41,6393,2858303,453,442,447
1735,5/11/2014,40,2232,1005475,462,446,451
1736,5/8/2014,38,3062,1411016,465,451,462
1737,5/7/2014,48,3621,1723446,485,465,465
1738,5/6/2014,52,5111,2390588,480,458,480
1739,5/4/2014,1,146,70810,485,485,485
1740,4/30/2014,146,38545,18407064,490,460,484
1741,4/29/2014,73,17504,8328232,485,465,465
1742,4/28/2014,88,17521,8447946,485,477,482
1743,4/27/2014,112,19082,9251327,495,479,486
1744,4/23/2014,51,6040,2896503,484,475,480
1745,4/22/2014,50,3658,1716191,484,464,484
1746,4/21/2014,34,4512,2098816,471,462,467
1747,4/20/2014,43,7619,3569533,476,465,470
1748,4/17/2014,45,11560,5492372,479,472,476
1749,4/16/2014,41,5706,2710690,478,472,478
1750,4/15/2014,52,8445,4038532,480,475,477
1751,4/13/2014,37,5766,2760663,485,475,485
1752,4/10/2014,32,3389,1629028,483,480,480
1753,4/9/2014,36,5534,2641891,479,474,479
1754,4/7/2014,39,5197,2489076,483,473,480
1755,4/6/2014,66,8848,4280413,490,480,481
1756,4/3/2014,41,3927,1909320,490,480,484
1757,4/2/2014,75,11115,5450211,494,485,489
1758,4/1/2014,40,3932,1927934,494,487,494
1759,3/31/2014,41,5218,2532600,492,480,490
1760,3/27/2014,84,20209,10155615,538,490,499
1761,3/26/2014,237,60736,30711330,528,490,528
1762,3/25/2014,53,29739,14409354,500,475,490
1763,3/24/2014,130,21201,10555473,510,475,507
1764,3/23/2014,61,8169,3790999,483,458,483
1765,3/20/2014,48,8516,4008312,478,466,466
1766,3/19/2014,73,10946,5102732,480,446,480
1767,3/18/2014,62,9587,4307964,457,443,455
1768,3/17/2014,54,5748,2645091,465,456,460
1769,3/13/2014,84,6624,3091316,471,458,470
1770,3/12/2014,46,5270,2410519,468,456,468
1771,3/11/2014,60,5775,2712645,473,466,466
1772,3/10/2014,69,11578,5457255,480,467,480
1773,3/9/2014,65,12131,5814888,485,476,477
1774,3/6/2014,65,8096,3949166,492,480,485
1775,3/5/2014,46,13670,6701152,495,485,491
1776,3/4/2014,87,12645,6121482,494,475,490
1777,3/3/2014,99,11330,5588614,500,482,500
1778,2/26/2014,74,11856,5953703,510,490,507
1779,2/25/2014,56,8159,4056577,510,492,510
1780,2/24/2014,85,10633,5455405,521,506,510
1781,2/23/2014,124,16883,8625372,520,502,510
1782,2/20/2014,71,12477,6285058,510,493,506
1783,2/18/2014,79,14557,7274455,502,490,500
1784,2/17/2014,90,10000,4985741,503,490,497
1785,2/16/2014,108,12363,6140653,507,490,500
1786,2/13/2014,91,14908,7588708,518,504,509
1787,2/12/2014,89,10260,5225358,515,500,515
1788,2/11/2014,156,29068,14978823,521,510,518
1789,2/10/2014,206,52878,28379587,550,515,520
1790,2/9/2014,172,31751,15848924,501,488,500
1791,2/6/2014,139,18213,9039773,501,490,497
1792,2/5/2014,81,8624,4225252,492,484,492
1793,2/4/2014,111,14068,6914480,499,481,499
1794,2/3/2014,107,16945,8159916,499,475,499
1795,2/2/2014,83,8622,4222674,500,485,490
1796,1/29/2014,221,29804,14948839,508,495,503
1797,1/28/2014,149,26031,12812248,500,476,499
1798,1/27/2014,84,9937,4893569,504,486,490
1799,1/26/2014,193,40298,20371358,522,480,503
1800,1/23/2014,94,13779,6598289,484,469,480
1801,1/22/2014,97,13817,6560366,487,472,478
1802,1/21/2014,118,11260,5548725,499,485,488
1803,1/20/2014,369,81646,41133902,519,490,500
1804,1/19/2014,132,29053,14135093,495,473,495
1805,1/16/2014,86,19341,9507699,499,481,490
1806,1/14/2014,182,32504,16167668,501,489,501
1807,1/13/2014,139,19617,9539420,494,480,494
1808,1/12/2014,168,24734,12126000,497,482,486
1809,1/9/2014,156,20109,9707296,490,471,484
1810,1/8/2014,249,38768,18856015,497,470,491
1811,1/7/2014,165,22161,10397910,473,460,471
1812,1/6/2014,151,25538,11891111,474,452,466
1813,1/5/2014,202,65735,30288296,475,441,458
1814,1/2/2014,161,28467,12539546,462,416,462
1815,1/1/2014,147,15862,6954305,455,432,439
1816,12/31/2013,163,25659,11833095,468,455,460
1817,12/29/2013,151,22999,10658221,475,450,465
1818,12/26/2013,137,15787,7496050,499,460,471
1819,12/24/2013,171,30153,14137999,484,451,469
1820,12/23/2013,138,33400,15494694,475,456,469
1821,12/22/2013,113,19387,9322438,490,464,480
1822,12/19/2013,159,39462,19287968,500,475,493
1823,12/18/2013,93,29053,14533077,518,485,485
1824,12/16/2013,92,20965,9876974,490,444,490
1825,12/15/2013,167,20003,8387373,446,405,446
1826,12/12/2013,117,17759,7270362,420,404,406
1827,12/11/2013,133,18473,7444488,412,393,410
1828,12/10/2013,192,28690,11496761,405,391,400
1829,12/9/2013,124,26882,10709798,405,383,396
1830,12/8/2013,89,16688,6607316,401,390,395
1831,12/5/2013,78,21081,8531937,428,385,400
1832,12/4/2013,91,12389,5056887,425,392,402
1833,12/3/2013,79,19402,7700605,404,389,400
1834,12/2/2013,114,20977,8333188,412,360,405
1835,12/1/2013,125,23763,8678552,376,341,376
1836,11/28/2013,81,21680,7342274,342,334,342
1837,11/27/2013,155,36076,12017076,342,321,340
1838,11/26/2013,127,28272,9106933,329,308,321
1839,11/25/2013,73,13105,4072777,326,305,314
1840,11/24/2013,68,21647,7102843,336,315,324
1841,11/21/2013,6,1316,401056,306,295,306
1842,11/14/2013,45,7095,2016131,290,280,290
1843,11/13/2013,55,13696,3908379,290,281,285
1844,11/12/2013,27,2751,770058,288,270,282
1845,11/11/2013,35,2943,786371,271,263,270
1846,11/10/2013,12,3006,800602,268,265,265
1847,11/7/2013,30,2913,783807,272,265,270
1848,11/6/2013,8,3065,819162,270,266,270
1849,10/31/2013,27,4946,1349234,275,270,271
1850,10/30/2013,20,3999,1074211,271,263,270
1851,10/29/2013,28,5113,1372281,270,266,268
1852,10/28/2013,34,7712,2055026,269,260,266
1853,10/27/2013,41,6644,1773173,270,265,270
1854,10/24/2013,38,8658,2361256,277,266,271
1855,10/23/2013,29,6589,1823788,279,275,279
1856,10/22/2013,36,2882,804126,284,276,280
1857,10/21/2013,34,5261,1493206,286,281,281
1858,10/20/2013,60,12323,3530867,292,272,288
1859,10/17/2013,17,3422,971556,293,280,281
1860,10/10/2013,27,9084,2543741,287,274,287
1861,10/9/2013,19,10880,2986516,280,268,274
1862,10/8/2013,43,5781,1577454,275,270,272
1863,10/7/2013,23,6554,1752440,272,265,268
1864,10/6/2013,41,6298,1679891,271,260,268
1865,10/3/2013,45,5989,1565000,268,255,261
1866,10/2/2013,33,4507,1174185,265,255,265
1867,10/1/2013,50,6780,1726362,258,250,257
1868,9/30/2013,31,4048,1020083,255,251,253
1869,9/29/2013,68,5593,1397377,254,248,250
1870,9/26/2013,45,2947,739707,255,248,250
1871,9/25/2013,32,2342,595174,260,250,252
1872,9/24/2013,41,3569,904154,260,249,255
1873,9/23/2013,52,4366,1093319,256,240,256
1874,9/22/2013,41,3598,891274,250,243,248
1875,9/19/2013,89,7230,1794525,253,242,251
1876,9/17/2013,68,4190,1030774,250,239,249
1877,9/16/2013,29,3105,759329,249,240,243
1878,9/15/2013,22,1705,425223,255,247,251
1879,9/12/2013,39,2297,589964,259,255,256
1880,9/11/2013,29,3560,913664,260,255,256
1881,9/10/2013,44,3506,912022,263,256,260
1882,9/9/2013,37,3761,990215,268,260,265
1883,9/8/2013,24,1430,383452,270,266,268
1884,9/5/2013,54,4619,1240671,270,263,270
1885,9/4/2013,44,5881,1581356,274,265,268
1886,9/3/2013,67,9705,2619325,273,265,270
1887,9/2/2013,43,4607,1247979,273,269,273
1888,9/1/2013,95,10315,2795826,278,266,273
1889,8/29/2013,74,10781,2920690,275,261,270
1890,8/27/2013,40,5993,1615807,273,266,269
1891,8/26/2013,58,10512,2853463,280,265,265
1892,8/25/2013,80,9229,2559665,290,271,275
1893,8/20/2013,83,14268,4129463,295,285,290
1894,8/19/2013,82,13094,3825734,299,284,295
1895,8/18/2013,90,8762,2496818,293,271,289
1896,8/15/2013,94,17518,4682661,275,262,274
1897,8/14/2013,111,22278,5876172,275,255,265
1898,8/13/2013,75,12121,3107958,260,255,255
1899,8/12/2013,60,5404,1382829,258,254,258
1900,8/11/2013,61,6243,1601607,260,246,258
1901,8/8/2013,89,10429,2645586,256,247,256
1902,8/7/2013,88,14766,3668196,255,239,250
1903,8/6/2013,64,8059,1929139,244,232,240
1904,8/5/2013,95,16970,3996457,244,230,244
1905,8/4/2013,31,6786,1565735,239,230,235
1906,8/1/2013,48,3874,894640,234,228,233
1907,7/31/2013,49,5674,1319038,239,220,227
1908,7/30/2013,43,4366,967312,226,213,222
1909,7/29/2013,30,6445,1417338,222,218,220
1910,7/28/2013,26,2271,495460,220,217,219
1911,7/25/2013,31,6133,1346153,221,217,220
1912,7/24/2013,29,3875,845100,220,216,220
1913,7/23/2013,33,2380,522130,220,215,220
1914,7/22/2013,34,3960,857015,219,213,219
1915,7/21/2013,18,1576,344059,222,211,220
1916,7/18/2013,26,3565,760658,218,211,215
1917,7/17/2013,10,833,176111,218,209,218
1918,7/16/2013,23,1405,295776,213,208,212
1919,7/15/2013,9,520,110330,216,211,212
1920,7/14/2013,13,849,180152,213,211,213
1921,7/11/2013,14,1952,412900,217,210,211
1922,7/10/2013,12,906,195796,217,215,215
1923,7/9/2013,24,4180,896995,216,212,216
1924,7/8/2013,9,1314,278717,213,210,213
1925,7/7/2013,20,1944,409642,213,208,212
1926,7/4/2013,37,2654,570056,218,212,216
1927,7/3/2013,78,8503,1846323,223,214,217
1928,7/2/2013,43,6663,1386542,214,202,214
1929,7/1/2013,38,8440,1715347,204,201,204
1930,6/30/2013,23,4074,826362,204,200,204
1931,6/27/2013,20,2462,506206,209,202,204
1932,6/26/2013,23,2267,476574,214,209,210
1933,6/25/2013,16,1591,325869,212,201,212
1934,6/24/2013,21,2863,578614,204,200,204
1935,6/23/2013,39,3944,793113,205,200,202
1936,6/20/2013,32,2914,586023,204,200,202
1937,6/19/2013,34,2193,443437,204,200,204
1938,6/18/2013,39,3775,767682,205,202,203
1939,6/17/2013,31,3177,648719,206,201,206
1940,6/16/2013,39,3116,644132,214,205,205
1941,6/13/2013,26,2734,567220,210,205,206
1942,6/12/2013,13,938,199288,215,209,213
1943,6/11/2013,49,4959,1064592,217,213,213
1944,6/10/2013,25,1674,364055,221,214,215
1945,6/9/2013,12,1275,280850,223,218,220
1946,6/6/2013,52,5457,1210170,229,220,221
1947,6/5/2013,34,3773,848790,226,223,225
1948,6/4/2013,41,5887,1333015,230,224,225
1949,6/3/2013,33,2001,449855,225,222,225
1950,6/2/2013,32,2959,663898,230,222,223
1951,5/30/2013,44,3965,895230,228,224,226
1952,5/28/2013,37,1841,415405,231,222,225
1953,5/27/2013,20,1307,291896,228,220,225
1954,5/26/2013,22,2433,534693,224,217,221
1955,5/23/2013,10,2170,478160,228,218,218
1956,5/22/2013,32,2936,684321,239,230,232
1957,5/21/2013,38,8468,1943122,239,225,235
1958,5/20/2013,15,1461,321313,226,218,223
1959,5/19/2013,12,1205,270695,228,222,222
1960,5/16/2013,9,862,198720,232,230,232
1961,5/15/2013,22,1507,342258,234,220,234
1962,5/14/2013,26,2285,505106,223,219,222
1963,5/13/2013,23,1666,364355,221,217,221
1964,5/12/2013,20,2755,597834,220,210,216
1965,5/9/2013,10,480,100140,212,207,210
1966,5/8/2013,17,1152,245944,217,212,215
1967,5/7/2013,19,1989,419838,218,203,215
1968,5/6/2013,34,2272,463908,207,201,203
1969,5/5/2013,33,2917,632915,227,211,211
1970,5/2/2013,30,2410,535462,230,218,221
1971,4/30/2013,33,3425,775719,230,225,230
1972,4/29/2013,33,2263,512829,232,226,227
1973,4/28/2013,27,1623,367960,229,226,226
1974,4/25/2013,18,1360,311840,234,225,230
1975,4/23/2013,27,2531,599433,239,235,238
1976,4/22/2013,28,3428,791277,235,227,235
1977,4/21/2013,40,3138,742406,238,235,235
1978,4/18/2013,39,2324,559820,243,240,240
1979,4/17/2013,30,2336,563436,246,238,243
1980,4/16/2013,36,2711,651780,244,240,241
1981,4/15/2013,18,1467,354299,245,240,241
1982,4/11/2013,20,2923,717670,247,245,245
1983,4/9/2013,18,2150,527330,247,243,245
1984,4/8/2013,31,1805,442849,248,244,244
1985,4/7/2013,31,2378,582346,246,244,246
1986,4/4/2013,31,1588,387606,245,242,244
1987,4/3/2013,49,3462,857395,250,245,245
1988,4/2/2013,59,5576,1356730,246,241,246
1989,4/1/2013,68,6103,1444771,245,235,242
1990,3/31/2013,54,7670,1846622,246,238,240
1991,3/28/2013,47,3297,812378,248,243,246
1992,3/27/2013,31,2307,569636,249,245,247
1993,3/25/2013,22,3862,946034,250,241,248
1994,3/24/2013,36,2999,731283,247,242,245
